"Please enter a valid number in ""notify_stock_qty"" field","Please enter a valid number in ""notify_stock_qty"" field"
"Please use numbers only in ""category_id"" field.","Please use numbers only in ""category_id"" field."
"Please use numbers only in ""qty_increments"" field. Please avoid spaces or other characters such as dots or commas.","Please use numbers only in ""qty_increments"" field. Please avoid spaces or other characters such as dots or commas."
"Position","Pozycja"
"Price","Cena"
"Price Including Tax","Price Including Tax"
"Product","Produkt"
"Product and Custom Options Name","Product and Custom Options Name"
"Product Category","Product Category"
"Product ID","ID produktu"
"Product Image","Product Image"
"Product Type","Product Type"
"Product URL","Product URL"
"Product Website","Product Website"
"Qty","Ilość"
"Qty for Item's Status to Become Out of Stock","Qty for Item's Status to Become Out of Stock"
"Qty Increments","Zwiększanie ilości"
"Qty Uses Decimals","Ilość używa wartości dziesiętnych"
"Read","Read"
"Refunded Qty","Refunded Qty"
"Regular Price Without Tax","Regular Price Without Tax"
"Regular Price With Tax","Regular Price With Tax"
"REST - Attributes","REST - Attributes"
"REST - Roles","REST - Roles"
"REST ACL Attributes","REST ACL Attributes"
"REST Attributes","REST Attributes"
"REST Role","REST Role"
"REST Roles","REST Roles"
"Rest Roles","Rest Roles"
"REST Roles Information","REST Roles Information"
"Retrieve","Retrieve"
"Role ""%s"" no longer exists","Role ""%s"" no longer exists"
"Role ""%s"" not found.","Role ""%s"" not found."
"Role API Resources","Role API Resources"
"Role has been deleted.","Role has been deleted."
"Role Info","Informacje o roli"
"Role Information","Informacje o roli"
"Role Name","Nazwa roli"
"Roles","Role"
"Role Users","Użytkownicy roli"
"Salability Status","Salability Status"
"Sales","Sprzedaż"
"Save","Zapisz"
"Shipped Qty","Shipped Qty"
"Shipping Amount","Wartość dostawy"
"Shipping Discount","Shipping Discount"
"Shipping Including Tax","Shipping Including Tax"
"Shipping Method","Metoda dostawy"
"Shipping Tax","Shipping Tax"
"SKU","SKU"
"State","Województwo"
"Stock Availability","Dostępność towaru"
"Stock ID","Stock ID"
"Stock Item","Stock Item"
"Stock Status","Stan magazynowy"
"Store Currency to Order Currency Rate","Store Currency to Order Currency Rate"
"Store Name","Nazwa sklepu"
"Street","ul."
"Subtotal","Suma częściowa"
"Subtotal Including Tax","Subtotal Including Tax"
"System","System"
"Tax Amount","Wartość podatku"
"Tax Name","Tax Name"
"Tax Percent","Podatek"
"Tax Rate","Stawka podatku"
"The ""enable_qty_increments"" field must be set to 0 or 1.","The ""enable_qty_increments"" field must be set to 0 or 1."
"The ""is_decimal_divided"" field must be set to 0 or 1.","The ""is_decimal_divided"" field must be set to 0 or 1."
"The ""is_in_stock"" field must be set to 0 or 1.","The ""is_in_stock"" field must be set to 0 or 1."
"The ""is_qty_decimal"" field must be set to 0 or 1.","The ""is_qty_decimal"" field must be set to 0 or 1."
"The ""is_qty_decimal"" field must be set to 0, 1, or 2.","The ""is_qty_decimal"" field must be set to 0, 1, or 2."
"The ""manage_stock"" field must be set to 0 or 1.","The ""manage_stock"" field must be set to 0 or 1."
"The ""stock_status_changed_auto"" field must be set to 0 or 1.","The ""stock_status_changed_auto"" field must be set to 0 or 1."
"The ""use_config_backorders"" field must be set to 0 or 1.","The ""use_config_backorders"" field must be set to 0 or 1."
"The ""use_config_enable_qty_inc"" field must be set to 0 or 1.","The ""use_config_enable_qty_inc"" field must be set to 0 or 1."
"The ""use_config_manage_stock"" field must be set to 0 or 1.","The ""use_config_manage_stock"" field must be set to 0 or 1."
"The ""use_config_max_sale_qty"" field must be set to 0 or 1.","The ""use_config_max_sale_qty"" field must be set to 0 or 1."
"The ""use_config_min_qty"" field must be set to 0 or 1.","The ""use_config_min_qty"" field must be set to 0 or 1."
"The ""use_config_min_sale_qty"" field must be set to 0 or 1.","The ""use_config_min_sale_qty"" field must be set to 0 or 1."
"The ""use_config_notify_stock_qty"" field must be set to 0 or 1.","The ""use_config_notify_stock_qty"" field must be set to 0 or 1."
"The ""use_config_qty_increments"" field must be set to 0 or 1.","The ""use_config_qty_increments"" field must be set to 0 or 1."
"The attribute rules were saved.","The attribute rules were saved."
"The role has been saved.","The role has been saved."
"The role is a special one and not for assigning it to admin users.","The role is a special one and not for assigning it to admin users."
"Total Due","Pozostało"
"Total Paid","Łącznie zapłacono"
"Total Refunded","Łącznie zwrócono"
"Total Reviews Count","Total Reviews Count"
"Type","Typ"
"Update","Aktualizuj"
"URL","ADRES URL"
"Use Config Settings for Allow Gift Message","Use Config Settings for Allow Gift Message"
"Use Config Settings for Allow Gift Wrapping","Use Config Settings for Allow Gift Wrapping"
"Use Config Settings for Backorders","Use Config Settings for Backorders"
"Use Config Settings for Enable Qty Increments","Use Config Settings for Enable Qty Increments"
"Use Config Settings for Manage Stock","Use Config Settings for Manage Stock"
"Use Config Settings for Maximum Qty Allowed in Shopping Cart","Use Config Settings for Maximum Qty Allowed in Shopping Cart"
"Use Config Settings for Minimum Qty Allowed in Shopping Cart","Use Config Settings for Minimum Qty Allowed in Shopping Cart"
"Use Config Settings for Notify for Quantity Below","Use Config Settings for Notify for Quantity Below"
"Use Config Settings for Qty for Item's Status to Become Out of Stock","Use Config Settings for Qty for Item's Status to Become Out of Stock"
"Use Config Settings for Qty Increments","Use Config Settings for Qty Increments"
"User Type","User Type"
"User type ""%s"" no longer exists","User type ""%s"" no longer exists"
"User type ""%s"" not found.","User type ""%s"" not found."
"Web Services","Web Services"
"Web services","Web services"
"Write","Write"
"ZIP/Postal Code","Kod pocztowy"
