"Newsletter Styles","Styles de newsletter"
"Newsletter Subscribers","Abonnés à la newsletter"
"Newsletter Subscription","Abonnement à la newsletter"
"Newsletter subscription confirmation","Confirmation de l'abonnement à la newsletter"
"Newsletter Subscription Form","Formulaire d'inscription à la newsletter"
"Newsletter Subscription Form Before","Avant le formulaire d'inscription de newsletter"
"Newsletter Subscriptions","Abonnements à la newsletter"
"Newsletter subscription success","Abonnement à la newsletter réussi"
"Newsletter Templates","Gabarits newsletter"
"Newsletter unsubscription success","Désabonnement de la newsletter réussi"
"Newsletter Variables","Newsletter Variables"
"New Template","Nouveau gabarit"
"No problems found.","Aucun problème rencontré."
"No subscribers selected.","Aucun inscrit sélectionné."
"Not Activated","Non activé"
"No Templates Found","Aucun gabarit trouvé"
"Not Sent","Pas envoyé"
"Pause","Mettre en pause"
"Paused","En pause"
"Please enter a valid email address.","Saisissez un email valide."
"Please refer to exeption.log","Veuillez consulter le fichier exception.log"
"Please select subscriber(s)","Sélectionnez des abonnés"
"Preview","Prévisualiser"
"Preview Template","Prévisualiser le gabarit"
"Processed","Terminé"
"Queue Date Start","Date de démarrage de la file"
"Queue Finish","Fin de la file"
"Queue Information","Informations de file d'attente"
"Queue Newsletter...","File de newsletter"
"Queue Start","Début de la file"
"Queue Subject","Sujet de la file"
"Recipients","Destinataires"
"Reset","Réinitialiser"
"Resume","Reprendre"
"Return HTML Version","Revenir à la version HTML"
"Save and Resume","Sauvegarder et continuer"
"Save As","Sauvegarder sous"
"Save Newsletter","Sauvegarder la newsletter"
"Save Template","Sauvegarder le gabarit"
"Segment Name","Segment Name"
"Selected problems have been deleted.","Les problèmes sélectionnés ont été supprimés."
"Selected problem subscribers have been unsubscribed.","Les inscrits qui posaient problème et qui étaient sélectionnés ont été désinscrits."
"Sender","Expéditeur"
"Sender Email","Email de l'expéditeur"
"Sender Name","Nom de l'expéditeur"
"Sender name is required","Sender name is required"
"Sending","Envoi en cours"
"Sent","Envoyé"
"Sequence Step Number","Sequence Step Number"
"Sign up for our newsletter","Abonnez-vous à la newsletter"
"Sign Up for Our Newsletter:","Inscription à notre newsletter :"
"Sorry, but administrator denied subscription for guests. Please <a href=""%s"">register</a>.","L'inscription n'est pas autorisée aux invités. Veuillez <a href=""%s"">créer un compte</a>."
"Start","Commencer"
"Status","Statut"
"Store","Magasin"
"Store View","Vue magasin"
"Subject","Sujet"
"Submit","Soumettre"
"Subscribe","Inscription"
"Subscribed","Inscrit"
"Subscriber","Abonné"
"Subscriber Email","Subscriber Email"
"Subscribers","Abonnés"
"Subscribers From","Abonnés de"
"Subscription Options","Options d'inscription"
"Success Email Sender","Expéditeur du mail de succès"
"Success Email Template","Gabarit du mail de succès"
"Template code is required","Template code is required"
"Template Content","Contenu du gabarit"
"Template Information","Informations gabarit"
"Template Name","Nom du gabarit"
"Template Styles","Styles de gabarit"
"Template Subject","Sujet du gabarit"
"Template Type","Type de gabarit"
"Template type must be numeric","Template type must be numeric"
"Thank you for your subscription.","Merci de votre inscription."
"The newsletter template has been deleted.","The newsletter template has been deleted."
"There was a problem with the subscription.","Problème lors de l'inscription."
"There was a problem with the subscription: %s","Il y a eu un problème lors de l'inscription : %s"
"There was a problem with the un-subscription.","Un problème est survenu lors de la désinscription"
"The subscription has been removed.","Vous n'êtes plus inscrit(e) à la newsletter."
"The subscription has been saved.","Merci de vous être inscrit(e) à la newsletter."
"This email address is already assigned to another user.","Cet email est déjà assigné à un utilisateur."
"This email address is already confirmed.","Cette adresse e-mail est déjà confirmée."
"This email address is already registered.","Cette adresse e-mail est déjà enregistrée."
"Type","Type "
"Unconfirmed","Non confirmé"
"Unsubscribe","Désabonner"
"Unsubscribed","Désinscrit"
"Unsubscribe Link","Unsubscribe Link"
"Unsubscribe Selected","Désinscription sélectionnée"
"Unsubscription Email Sender","Expéditeur du mail de désinscription"
"Unsubscription Email Template","Gabarit du mail de désinscription"
"View Newsletter","Voir la newsletter"
"Website","Site web"
"You have been unsubscribed.","Vous n'êtes plus inscrit(e) à la newsletter."
"Your subscription has been confirmed.","Votre inscription a été confirmée."
